Text,Liked
"['sushi', 'lover', 'avoid', 'place', 'mean']",0
"['great', 'double', 'cheeseburger']",1
"['awesome', 'service', 'food']",1
"['fantastic', 'neighborhood', 'gem']",1
"['cant', 'wait', 'go', 'back']",1
"['plantain', 'worst', 'ive', 'ever', 'tasted']",0
"['great', 'place', 'highly', 'recommend']",1
"['service', 'slow', 'not', 'attentive']",0
"['gave', '5', 'star', 'im', 'giving', '5', 'star']",1
"['staff', 'spends', 'time', 'talking']",0
"['dessert', 'panna', 'cotta', 'amazing']",1
"['good', 'food', 'great', 'atmosphere1']",1
"['damn', 'good', 'steak']",1
"['total', 'brunch', 'fail']",0
"['price', 'reasonable', 'flavor', 'spot', 'sauce', 'home', 'made', 'slaw', 'not', 'drenched', 'mayo']",1
"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']",1
"['steak', 'amazingrge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']",1
"['good', 'food', 'good', 'service']",1
"['absolutely', 'amazing']",1
"['probably', 'wont', 'back', 'honest']",0
"['definitely', 'back']",1
"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']",1
"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothy', 'ive', 'tried', 'far', 'theyre', 'good']",1
"['went', 'lunch', 'service', 'slow']",0
"['much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']",0
['mortified'],0
"['needle', 'say', 'never', 'back']",0
"['anyways', 'food', 'definitely', 'not', 'filling', 'price', 'pay', 'expect']",0
"['chip', 'came', 'dripping', 'grease', 'mostly', 'not', 'edible']",0
"['wasnt', 'really', 'impressed', 'strip', 'steak']",0
"['going', 'since', '2007', 'every', 'meal', 'awesome']",1
"['server', 'nice', 'attentive', 'serving', 'staff']",1
"['cashier', 'friendly', 'even', 'brought', 'food']",1
"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrained', 'recommending', 'cibo', 'longer']",0
"['atmosphere', 'fun']",1
"['would', 'not', 'recommend', 'others']",0
"['service', 'quick', 'even', 'go', 'order', 'like', 'like']",1
"['mean', 'really', 'get', 'famous', 'fish', 'chip', 'terrible']",0
"['said', 'mouth', 'belly', 'still', 'quite', 'pleased']",1
"['not', 'thing']",0
"['2', 'thumb']",1
"['reading', 'please', 'dont', 'go']",0
"['loved', 'grilled', 'pizza', 'reminded', 'legit', 'italian', 'pizza']",1
"['pro', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']",1
"['really', 'nice', 'atmosphere']",1
"['tonight', 'elk', 'filet', 'specialand', 'sucked']",0
"['one', 'bite', 'hooked']",1
"['ordered', 'old', 'classic', 'new', 'dish', 'going', 'time', 'sorely', 'disappointed', 'everything']",0
"['cute', 'quaint', 'simple', 'honest']",1
"['chicken', 'deliciously', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']",1
"['food', 'great', 'always', 'compliment', 'chef']",1
"['special', 'thanks', 'dylan', 'recommendation', 'order', 'yummy', 'tummy']",1
"['awesome', 'selection', 'beer']",1
"['great', 'food', 'awesome', 'service']",1
"['one', 'nice', 'thing', 'added', 'gratuity', 'bill', 'since', 'party', 'larger', '6', '8', 'didnt', 'expect', 'tip']",1
"['fly', 'apple', 'juice', 'fly']",0
"['han', 'nan', 'chicken', 'also', 'tasty']",1
"['service', 'thought', 'good']",1
"['food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'u']",0
"['ryans', 'bar', 'definitely', 'one', 'edinburgh', 'establishment', 'wont', 'revisiting']",0
"['nicest', 'chinese', 'restaurant', 'ive']",1
"['overall', 'like', 'food', 'service']",1
"['also', 'serve', 'indian', 'naan', 'bread', 'hummus', 'spicy', 'pine', 'nut', 'sauce', 'world']",1
"['probably', 'never', 'coming', 'back', 'wouldnt', 'recommend']",0
"['friend', 'pasta', 'also', 'bad', 'barely', 'touched']",0
"['try', 'airport', 'experience', 'tasty', 'food', 'speedy', 'friendly', 'service']",1
"['love', 'decor', 'chinese', 'calligraphy', 'wall', 'paper']",1
"['never', 'anything', 'complain']",1
"['restaurant', 'clean', 'family', 'restaurant', 'feel']",1
"['way', 'fried']",0
"['im', 'not', 'sure', 'long', 'stood', 'long', 'enough', 'begin', 'feel', 'awkwardly', 'place']",0
"['opened', 'sandwich', 'impressed', 'not', 'good', 'way']",0
"['not', 'back']",0
"['warm', 'feeling', 'service', 'felt', 'like', 'guest', 'special', 'treat']",1
"['extensive', 'menu', 'provides', 'lot', 'option', 'breakfast']",1
"['always', 'order', 'vegetarian', 'menu', 'dinner', 'wide', 'array', 'option', 'choose']",1
"['watched', 'price', 'inflate', 'portion', 'get', 'smaller', 'management', 'attitude', 'grow', 'rapidly']",0
"['wonderful', 'lil', 'tapa', 'ambience', 'made', 'feel', 'warm', 'fuzzy', 'inside']",1
"['got', 'enjoy', 'seafood', 'salad', 'fabulous', 'vinegrette']",1
"['wonton', 'thin', 'not', 'thick', 'chewy', 'almost', 'melt', 'mouth']",1
"['level', '5', 'spicy', 'perfect', 'spice', 'didnt', 'overwhelm', 'soup']",1
"['sat', 'right', 'time', 'server', 'get', 'go', 'fantastic']",1
"['main', 'thing', 'didnt', 'enjoy', 'crowd', 'older', 'crowd', 'around', 'mid', '30']",0
"['im', 'side', 'town', 'definitely', 'spot', 'ill', 'hit']",1
"['wait', '30', 'minute', 'get', 'drink', 'longer', 'get', '2', 'arepas']",0
"['great', 'place', 'eat']",1
"['jalapeno', 'bacon', 'soooo', 'good']",1
"['service', 'poor', 'thats', 'nice']",0
"['food', 'good', 'service', 'good', 'price', 'good']",1
"['place', 'not', 'clean', 'food', 'oh', 'stale']",0
"['chicken', 'dish', 'ok', 'beef', 'like', 'shoe', 'leather']",0
"['service', 'beyond', 'bad']",0
"['im', 'happy']",1
"['tasted', 'like', 'dirt']",0
"['one', 'place', 'phoenix', 'would', 'definately', 'go', 'back']",1
"['block', 'amazing']",1
"['close', 'house', 'lowkey', 'nonfancy', 'affordable', 'price', 'good', 'food']",1
"['hot', 'sour', 'egg', 'flower', 'soup', 'absolutely', '5', 'star']",1
"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']",0
"['great', 'time', 'family', 'dinner', 'sunday', 'night']",1
"['food', 'not', 'tasty', 'not', 'say', 'real', 'traditional', 'hunan', 'style']",0
"['bother', 'slow', 'service']",0
"['flair', 'bartender', 'absolutely', 'amazing']",1
"['frozen', 'margarita', 'way', 'sugary', 'taste']",0
"['good', 'ordered', 'twice']",1
"['nutshell', '1', 'restaraunt', 'smell', 'like', 'combination', 'dirty', 'fish', 'market', 'sewer']",0
"['girlfriend', 'veal', 'bad']",0
"['unfortunately', 'not', 'good']",0
"['pretty', 'satifying', 'experience']",1
"['join', 'club', 'get', 'awesome', 'offer', 'via', 'email']",1
"['perfect', 'someone', 'like', 'beer', 'ice', 'cold', 'case', 'even', 'colder']",1
"['bland', 'flavorless', 'good', 'way', 'describing', 'barely', 'tepid', 'meat']",0
"['chain', 'im', 'fan', 'beat', 'place', 'easily']",0
"['nacho', 'must']",1
"['not', 'coming', 'back']",0
"['dont', 'many', 'word', 'say', 'place', 'everything', 'pretty', 'well']",1
"['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowd', 'downtown', 'jury', 'lawyer', 'court', 'staff']",1
"['great', 'atmosphere', 'friendly', 'fast', 'service']",1
"['received', 'pita', 'huge', 'lot', 'meat', 'thumb']",1
"['food', 'arrives', 'meh']",0
"['paying', '785', 'hot', 'dog', 'fry', 'look', 'like', 'came', 'kid', 'meal', 'wienerschnitzel', 'not', 'idea', 'good', 'meal']",0
"['classic', 'maine', 'lobster', 'roll', 'fantastic']",1
"['brother', 'law', 'work', 'mall', 'ate', 'day', 'guess', 'sick', 'night']",0
"['good', 'going', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'held', 'last', 'night']",1
"['chip', 'salsa', 'really', 'good', 'salsa', 'fresh']",1
"['place', 'great']",1
"['mediocre', 'food']",0
"['get', 'inside', 'youll', 'impressed', 'place']",1
"['im', 'super', 'pissd']",0
"['service', 'super', 'friendly']",1
"['sad', 'little', 'vegetable', 'overcooked']",0
"['place', 'nice', 'surprise']",1
"['goldencrispy', 'delicious']",1
"['high', 'hope', 'place', 'since', 'burger', 'cooked', 'charcoal', 'grill', 'unfortunately', 'taste', 'fell', 'flat', 'way', 'flat']",0
"['could', 'eat', 'bruschetta', 'day', 'devine']",1
"['not', 'single', 'employee', 'came', 'see', 'ok', 'even', 'needed', 'water', 'refill', 'finally', 'served', 'u', 'food']",0
"['lastly', 'mozzarella', 'stick', 'best', 'thing', 'ordered']",1
"['first', 'time', 'ever', 'came', 'amazing', 'experience', 'still', 'tell', 'people', 'awesome', 'duck']",1
"['server', 'negligent', 'need', 'made', 'u', 'feel', 'unwelcome', 'would', 'not', 'suggest', 'place']",0
"['service', 'terrible', 'though']",0
"['place', 'overpriced', 'not', 'consistent', 'boba', 'really', 'overpriced']",0
['packed'],0
"['love', 'place']",1
"['say', 'dessert', 'yummy']",1
"['food', 'terrible']",0
"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']",1
"['kept', 'getting', 'worse', 'worse', 'im', 'officially', 'done']",0
"['place', 'honestly', 'blown']",0
"['definitely', 'would', 'not', 'eat']",0
"['not', 'waste', 'money']",0
"['love', 'put', 'food', 'nice', 'plastic', 'container', 'opposed', 'cramming', 'little', 'paper', 'takeout', 'box']",1
"['crêpe', 'delicate', 'thin', 'moist']",1
"['awful', 'service']",0
"['wont', 'ever', 'go']",0
"['food', 'quality', 'horrible']",0
"['price', 'think', 'place', 'would', 'much', 'rather', 'gone']",0
"['service', 'fair', 'best']",0
"['love', 'sushi', 'found', 'kabuki', 'overpriced', 'overhip', 'underservices']",0
"['favor', 'stay', 'away', 'dish']",0
"['poor', 'service']",0
"['one', 'table', 'thought', 'food', 'average', 'worth', 'wait']",0
"['best', 'service', 'food', 'ever', 'maria', 'server', 'good', 'friendly', 'made', 'day']",1
['excellent'],1
"['paid', 'bill', 'not', 'tip', 'felt', 'server', 'terrible', 'job']",0
"['lunch', 'great', 'experience']",1
"['never', 'bland', 'food', 'surprised', 'considering', 'article', 'read', 'focused', 'much', 'spice', 'flavor']",0
"['food', 'way', 'overpriced', 'portion', 'fucking', 'small']",0
"['recently', 'tried', 'caballeros', 'back', 'every', 'week', 'since']",1
"['40', 'buck', 'head', 'really', 'expect', 'better', 'food']",0
"['food', 'came', 'good', 'pace']",1
"['ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']",1
"['wont', 'back']",0
"['could', 'not', 'believe', 'dirty', 'oyster']",0
"['place', 'deserves', 'star']",0
"['would', 'not', 'recommend', 'place']",0
"['fact', 'im', 'going', 'round', '4', 'star', 'awesome']",1
"['disbelief', 'dish', 'qualified', 'worst', 'version', 'food', 'ever', 'tasted']",0
"['bad', 'day', 'not', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dish', 'otherwise']",0
"['potato', 'great', 'biscuit']",1
"['probably', 'would', 'not', 'go']",0
"['flavorful', 'perfect', 'amount', 'heat']",1
"['price', 'reasonable', 'service', 'great']",1
"['wife', 'hated', 'meal', 'coconut', 'shrimp', 'friend', 'really', 'not', 'enjoy', 'meal', 'either']",0
"['fella', 'got', 'huevos', 'rancheros', 'didnt', 'look', 'appealing']",0
"['went', 'happy', 'hour', 'great', 'list', 'wine']",1
"['may', 'say', 'buffet', 'pricey', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']",1
"['probably', 'wont', 'coming', 'back']",0
"['worst', 'foodservice', 'ive']",0
"['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']",1
"['talk', 'great', 'customer', 'service', 'course', 'back']",1
"['hot', 'dish', 'not', 'hot', 'cold', 'dish', 'close', 'room', 'tempo', 'watched', 'staff', 'prepare', 'food', 'bare', 'hand', 'gloveseverything', 'deep', 'fried', 'oil']",0
"['love', 'fry', 'bean']",1
"['always', 'pleasure', 'dealing']",1
"['plethora', 'salad', 'sandwich', 'everything', 'ive', 'tried', 'get', 'seal', 'approval']",1
"['place', 'awesome', 'want', 'something', 'light', 'healthy', 'summer']",1
"['sushi', 'strip', 'place', 'go']",1
"['service', 'great', 'even', 'manager', 'came', 'helped', 'table']",1
"['feel', 'dining', 'room', 'college', 'cooking', 'course', 'high', 'class', 'dining', 'service', 'slow', 'best']",0
"['started', 'review', 'two', 'star', 'im', 'editing', 'give', 'one']",0
"['worst', 'sushi', 'ever', 'eat', 'besides', 'costcos']",0
"['excellent', 'restaurant', 'highlighted', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']",1
"['boyfriend', 'sat', 'bar', 'completely', 'delightful', 'experience']",1
"['weird', 'vibe', 'owner']",0
"['hardly', 'meat']",0
"['ive', 'better', 'bagel', 'grocery', 'store']",0
"['go', 'place', 'gyro']",1
"['love', 'ownerchef', 'one', 'authentic', 'japanese', 'cool', 'dude']",1
"['burger', 'arent', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']",0
"['found', 'six', 'inch', 'long', 'piece', 'wire', 'salsa']",0
"['service', 'terrible', 'food', 'mediocre']",0
"['definately', 'enjoyed']",1
"['ordered', 'albondigas', 'soup', 'warm', 'tasted', 'like', 'tomato', 'soup', 'frozen', 'meatball']",0
"['three', 'different', 'occasion', 'asked', 'well', 'done', 'medium', 'well', 'three', 'time', 'got', 'bloodiest', 'piece', 'meat', 'plate']",0
"['two', 'bite', 'refused', 'eat', 'anymore']",0
"['service', 'extremely', 'slow']",0
"['20', 'minute', 'wait', 'got', 'table']",0
"['seriously', 'killer', 'hot', 'chai', 'latte']",1
"['allergy', 'warning', 'menu', 'waitress', 'absolutely', 'clue', 'meal', 'not', 'contain', 'peanut']",0
"['boyfriend', 'tried', 'mediterranean', 'chicken', 'salad', 'fell', 'love']",1
"['rotating', 'beer', 'tap', 'also', 'highlight', 'place']",1
"['pricing', 'bit', 'concern', 'mellow', 'mushroom']",0
"['worst', 'thai', 'ever']",0
"['stay', 'vega', 'must', 'get', 'breakfast', 'least']",1
"['want', 'first', 'say', 'server', 'great', 'perfect', 'service']",1
"['pizza', 'selection', 'good']",1
"['strawberry', 'tea', 'good']",1
"['highly', 'unprofessional', 'rude', 'loyal', 'patron']",0
"['overall', 'great', 'experience']",1
"['spend', 'money', 'elsewhere']",0
"['regular', 'toasted', 'bread', 'equally', 'satisfying', 'occasional', 'pat', 'butter', 'mmmm']",1
"['buffet', 'bellagio', 'far', 'anticipated']",0
"['drink', 'weak', 'people']",0
['name'],0
"['also', 'feel', 'like', 'chip', 'bought', 'not', 'made', 'house']",0
"['disappointing', 'dinner', 'went', 'elsewhere', 'dessert']",0
"['chip', 'sals', 'amazing']",1
"['wont', 'returning']",0
"['new', 'fav', 'vega', 'buffet', 'spot']",1
"['seriously', 'cannot', 'believe', 'owner', 'many', 'unexperienced', 'employee', 'running', 'around', 'like', 'chicken', 'head', 'cut']",0
['sad'],0
"['felt', 'insulted', 'disrespected', 'could', 'talk', 'judge', 'another', 'human', 'like']",0
"['call', 'steakhouse', 'cant', 'properly', 'cook', 'steak', 'dont', 'understand']",0
"['im', 'not', 'impressed', 'concept', 'food']",0
"['thing', 'wasnt', 'crazy', 'guacamole', 'dont', 'like', 'puréed']",0
"['really', 'nothing', 'postinos', 'hope', 'experience', 'better']",0
"['got', 'food', 'poisoning', 'buffet']",0
"['brought', 'fresh', 'batch', 'fry', 'thinking', 'yay', 'something', 'warm']",0
"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'biggest', 'fail', 'entire', 'trip', 'u']",0
"['needle', 'say', 'wont', 'going', 'back', 'anytime', 'soon']",0
"['place', 'disgusting']",0
"['every', 'time', 'eat', 'see', 'caring', 'teamwork', 'professional', 'degree']",1
"['ri', 'style', 'calamari', 'joke']",0
"['however', 'much', 'garlic', 'fondue', 'barely', 'edible']",0
"['could', 'barely', 'stomach', 'meal', 'didnt', 'complain', 'business', 'lunch']",0
"['bad', 'lost', 'heart', 'finish']",0
"['also', 'took', 'forever', 'bring', 'u', 'check', 'asked']",0
"['arent', 'one', 'make', 'scene', 'restaurant', 'dont', 'get', 'itdefinitely', 'lost', 'love', 'one']",0
"['disappointing', 'experience']",0
"['food', 'par', 'dennys', 'say', 'not', 'good']",0
"['want', 'wait', 'mediocre', 'food', 'downright', 'terrible', 'service', 'place']",0
"['waaaaaayyyyyyyyyy', 'rated', 'saying']",0
"['wont', 'going', 'back']",0
"['place', 'fairly', 'clean', 'food', 'simply', 'wasnt', 'worth']",0
"['place', 'lacked', 'style']",0
"['sangria', 'half', 'glass', 'wine', 'full', '12', 'ridiculous']",0
"['dont', 'bother', 'coming']",0
"['meat', 'pretty', 'dry', 'sliced', 'brisket', 'pulled', 'pork']",0
"['building', 'seems', 'pretty', 'neat', 'bathroom', 'pretty', 'trippy', 'wouldnt', 'eat']",0
"['equally', 'awful']",0
"['probably', 'not', 'hurry', 'go', 'back']",0
"['slow', 'seating', 'even', 'reservation']",0
"['not', 'good', 'stretch', 'imagination']",0
"['cashew', 'cream', 'sauce', 'bland', 'vegetable', 'undercooked']",0
"['chipolte', 'ranch', 'dipping', 'sause', 'tasteless', 'seemed', 'thin', 'watered', 'heat']",0
"['bit', 'sweet', 'not', 'really', 'spicy', 'enough', 'lacked', 'flavor']",0
['disappointed'],0
"['place', 'horrible', 'way', 'overpriced']",0
"['maybe', 'vegetarian', 'fare', 'ive', 'twice', 'thought', 'average', 'best']",0
"['wasnt', 'busy', 'know']",0
"['table', 'outside', 'also', 'dirty', 'lot', 'time', 'worker', 'not', 'always', 'friendly', 'helpful', 'menu']",0
"['ambiance', 'not', 'feel', 'like', 'buffet', 'setting', 'douchey', 'indoor', 'garden', 'tea', 'biscuit']",0
"['con', 'spotty', 'service']",0
"['fry', 'not', 'hot', 'neither', 'burger']",0
"['came', 'back', 'cold']",0
"['food', 'came', 'disappointment', 'ensued']",0
"['real', 'disappointment', 'waiter']",0
"['husband', 'said', 'rude', 'not', 'even', 'apologize', 'bad', 'food', 'anything']",0
"['reason', 'eat', 'would', 'fill', 'night', 'binge', 'drinking', 'get', 'carbs', 'stomach']",0
"['insult', 'profound', 'deuchebaggery', 'go', 'outside', 'smoke', 'break', 'serving', 'solidify']",0
"['someone', 'order', 'two', 'taco', 'dont', 'think', 'may', 'part', 'customer', 'service', 'ask', 'combo', 'ala', 'cart']",0
"['quite', 'disappointed', 'although', 'blame', 'need', 'placed', 'door']",0
"['rave', 'review', 'couldnt', 'wait', 'eat', 'herewhat', 'disappointment']",0
"['del', 'taco', 'pretty', 'nasty', 'avoided', 'possible']",0
"['not', 'hard', 'make', 'decent', 'hamburger']",0
"['dont', 'like']",0
"['hell', 'go', 'back']",0
"['weve', 'gotten', 'much', 'better', 'service', 'pizza', 'place', 'next', 'door', 'service', 'received', 'restaurant']",0
"['dont', 'know', 'big', 'deal', 'place', 'wont', 'back', 'yaall']",0
"['immediately', 'said', 'wanted', 'talk', 'manager', 'not', 'want', 'talk', 'guy', 'shot', 'fireball', 'behind', 'bar']",0
"['ambiance', 'isnt', 'much', 'better']",0
"['unfortunately', 'set', 'u', 'disapppointment', 'entree']",0
"['food', 'wasnt', 'good']",0
"['server', 'suck', 'wait', 'correction', 'server', 'heimer', 'sucked']",0
"['happened', 'next', 'prettyoff', 'putting']",0
"['bad', 'cause', 'know', 'family', 'owned', 'really', 'wanted', 'like', 'place']",0
"['overpriced', 'getting']",0
"['vomited', 'bathroom', 'mid', 'lunch']",0
"['kept', 'looking', 'time', 'soon', 'become', '35', 'minute', 'yet', 'still', 'food']",0
"['place', 'eat', 'circumstance', 'would', 'ever', 'return', 'top', 'list']",0
"['started', 'tuna', 'sashimi', 'brownish', 'color', 'obviously', 'wasnt', 'fresh']",0
"['food', 'average']",0
"['sure', 'beat', 'nacho', 'movie', 'would', 'expect', 'little', 'bit', 'coming', 'restaurant']",0
"['ha', 'long', 'bay', 'bit', 'flop']",0
"['problem', 'charge', '1199', 'sandwich', 'bigger', 'subway', 'sub', 'offer', 'better', 'amount', 'vegetable']",0
"['shrimp', 'unwrapped', 'live', '12', 'mile', 'brushfire', 'literally', 'ice', 'cold']",0
"['lacked', 'flavor', 'seemed', 'undercooked', 'dry']",0
"['really', 'impressive', 'place', 'hasnt', 'closed']",0
"['would', 'avoid', 'place', 'staying', 'mirage']",0
"['refried', 'bean', 'came', 'meal', 'dried', 'crusty', 'food', 'bland']",0
"['spend', 'money', 'time', 'place', 'else']",0
"['lady', 'table', 'next', 'u', 'found', 'live', 'green', 'caterpillar', 'salad']",0
"['presentation', 'food', 'awful']",0
"['cant', 'tell', 'disappointed']",0
"['think', 'food', 'flavor', 'texture', 'lacking']",0
"['appetite', 'instantly', 'gone']",0
"['overall', 'not', 'impressed', 'would', 'not', 'go', 'back']",0
"['whole', 'experience', 'underwhelming', 'think', 'well', 'go', 'ninja', 'sushi', 'next', 'time']",0
"['hadnt', 'wasted', 'enough', 'life', 'poured', 'salt', 'wound', 'drawing', 'time', 'took', 'bring', 'check']",0
